Manufacturer,Generation,Product Name,GPU URL,GPU Chip,Chip URL,Released,Bus,Memory,GPU clock,Memory clock,Architecture,Foundry,Process Size,Transistors,Density,Die Size,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,WDDM,Tensor Cores,RT Cores,Shading Units,TMUs,ROPs,SM Count,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Max. TDP,Pixel Rate,Texture Rate,FP16 (half),FP32 (float),FP64 (double)
Nvidia,GeForce 600,GeForce GTX 690,https://www.techpowerup.com/gpu-specs/geforce-gtx-690.c361,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"May 3rd, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,32.61 GPixel/s,130.4 GTexel/s,,3.130 TFLOPS,130.4 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 705 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-705-oem.c2578,GF119S,https://www.techpowerup.com/gpu-specs/nvidia-gf119s.g93,"Mar 27th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",874 MHz,825 MHz,Fermi 2.0,TSMC,40 nm,292 million,3.7M / mm²,79 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,48,8,4,2,,64 KB per SM,128 KB,,30 W,1.748 GPixel/s,6.992 GTexel/s,,167.8 GFLOPS,13.98 GFLOPS (1:12)
Nvidia,GeForce 700,GeForce GT 710,https://www.techpowerup.com/gpu-specs/geforce-gt-710.c2614,GF119S,https://www.techpowerup.com/gpu-specs/nvidia-gf119s.g93,"Jan 26th, 2016",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",810 MHz,898 MHz,Fermi 2.0,TSMC,40 nm,292 million,3.7M / mm²,79 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,48,8,4,2,,64 KB per SM,128 KB,,30 W,1.620 GPixel/s,6.480 GTexel/s,,155.5 GFLOPS,12.96 GFLOPS (1:12)
Nvidia,GeForce 700,GeForce GT 710 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-710-oem.c2711,GK208B,https://www.techpowerup.com/gpu-specs/nvidia-gk208b.g815,"Apr 9th, 2015",PCIe 2.0 x8,"1024 MB, DDR3, 64 bit",797 MHz,900 MHz,Kepler 2.0,TSMC,28 nm,"1,020 million",11.7M / mm²,87 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,8,,,16 KB per SMX,512 KB,,38 W,3.188 GPixel/s,12.75 GTexel/s,,306.0 GFLOPS,12.75 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 710 PCIe x1,https://www.techpowerup.com/gpu-specs/geforce-gt-710-pcie-x1.c3739,GK208B,https://www.techpowerup.com/gpu-specs/nvidia-gk208b.g815,"Mar 27th, 2014",PCIe 2.0 x1,"1024 MB, DDR3, 64 bit",954 MHz,800 MHz,Kepler 2.0,TSMC,28 nm,"1,020 million",11.7M / mm²,87 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,8,,,16 KB per SMX,512 KB,,38 W,3.816 GPixel/s,15.26 GTexel/s,,366.3 GFLOPS,15.26 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 710,https://www.techpowerup.com/gpu-specs/geforce-gt-710.c3027,GK208,https://www.techpowerup.com/gpu-specs/nvidia-gk208.g572,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,Kepler 2.0,TSMC,28 nm,"1,020 million",11.7M / mm²,87 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,8,,,16 KB per SMX,512 KB,,49 W,3.816 GPixel/s,15.26 GTexel/s,,366.3 GFLOPS,15.26 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 710,https://www.techpowerup.com/gpu-specs/geforce-gt-710.c1990,GK208B,https://www.techpowerup.com/gpu-specs/nvidia-gk208b.g815,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,Kepler 2.0,TSMC,28 nm,"1,020 million",11.7M / mm²,87 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,8,,,16 KB per SMX,512 KB,,38 W,3.816 GPixel/s,15.26 GTexel/s,,366.3 GFLOPS,15.26 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 720,https://www.techpowerup.com/gpu-specs/geforce-gt-720.c2702,GK208B,https://www.techpowerup.com/gpu-specs/nvidia-gk208b.g815,"Sep 29th, 2014",PCIe 2.0 x8,"1024 MB, DDR3, 64 bit",797 MHz,800 MHz,Kepler 2.0,TSMC,28 nm,"1,020 million",11.7M / mm²,87 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,8,,,16 KB per SMX,512 KB,,38 W,3.188 GPixel/s,12.75 GTexel/s,,306.0 GFLOPS,12.75 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 720 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-720-oem.c3572,GK107,https://www.techpowerup.com/gpu-specs/nvidia-gk107.g109,"Oct 29th, 2017",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",993 MHz,891 MHz,Kepler,TSMC,28 nm,"1,270 million",10.8M / mm²,118 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,16,,,16 KB per SMX,256 KB,,225 W,3.972 GPixel/s,15.89 GTexel/s,,381.3 GFLOPS,15.89 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 720,https://www.techpowerup.com/gpu-specs/geforce-gt-720.c1989,GK208,https://www.techpowerup.com/gpu-specs/nvidia-gk208.g572,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",967 MHz,900 MHz,Kepler 2.0,TSMC,28 nm,"1,020 million",11.7M / mm²,87 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,8,,,16 KB per SMX,512 KB,,49 W,7.736 GPixel/s,30.94 GTexel/s,,742.7 GFLOPS,30.94 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 730,https://www.techpowerup.com/gpu-specs/geforce-gt-730.c3114,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Jun 18th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,2.800 GPixel/s,11.20 GTexel/s,,268.8 GFLOPS,22.40 GFLOPS (1:12)
Nvidia,GeForce 700,GeForce GT 730,https://www.techpowerup.com/gpu-specs/geforce-gt-730.c2590,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Jun 18th, 2014",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",700 MHz,800 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,2.800 GPixel/s,11.20 GTexel/s,,268.8 GFLOPS,22.40 GFLOPS (1:12)
Nvidia,GeForce 700,GeForce GT 730 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-730-oem.c2710,GK107,https://www.techpowerup.com/gpu-specs/nvidia-gk107.g109,"Apr 9th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 64 bit",902 MHz,1253 MHz,Kepler,TSMC,28 nm,"1,270 million",10.8M / mm²,118 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,16,,,16 KB per SMX,256 KB,,225 W,7.216 GPixel/s,28.86 GTexel/s,,692.7 GFLOPS,28.86 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 730,https://www.techpowerup.com/gpu-specs/geforce-gt-730.c1988,GK208B,https://www.techpowerup.com/gpu-specs/nvidia-gk208b.g815,"Jun 18th, 2014",PCIe 2.0 x8,"1024 MB, GDDR5, 64 bit",902 MHz,1253 MHz,Kepler 2.0,TSMC,28 nm,"1,020 million",11.7M / mm²,87 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,8,,,16 KB per SMX,512 KB,,38 W,7.216 GPixel/s,28.86 GTexel/s,,692.7 GFLOPS,28.86 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 740,https://www.techpowerup.com/gpu-specs/geforce-gt-740.c1987,GK107,https://www.techpowerup.com/gpu-specs/nvidia-gk107.g109,"May 29th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",993 MHz,1253 MHz,Kepler,TSMC,28 nm,"1,270 million",10.8M / mm²,118 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,384,32,16,,,16 KB per SMX,256 KB,,225 W,7.944 GPixel/s,31.78 GTexel/s,,762.6 GFLOPS,31.78 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 740 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-740-oem.c2699,GK106S,https://www.techpowerup.com/gpu-specs/nvidia-gk106s.g1062,"Apr 14th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1006 MHz,1253 MHz,Kepler,TSMC,28 nm,"2,540 million",11.5M / mm²,221 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,768,64,16,,,16 KB per SMX,256 KB,,110 W,8.048 GPixel/s,32.19 GTexel/s,,772.6 GFLOPS,32.19 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GT 740 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-740-oem.c2844,GK106S,https://www.techpowerup.com/gpu-specs/nvidia-gk106s.g1062,"Apr 14th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",980 MHz,1253 MHz,Kepler,TSMC,28 nm,"2,540 million",11.5M / mm²,221 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,768,64,16,,,16 KB per SMX,256 KB,,110 W,8.264 GPixel/s,33.06 GTexel/s,,793.3 GFLOPS,33.06 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 745 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-745-oem.c2561,GM107,https://www.techpowerup.com/gpu-specs/nvidia-gm107.g762,"Feb 18th, 2014",PCIe 3.0 x16,"4 GB, DDR3, 128 bit",1033 MHz,900 MHz,Maxwell,TSMC,28 nm,"1,870 million",12.6M / mm²,148 mm²,12 (11_0),4.6,3.0,1.3,6.7 (5.1),3.1,,,640,40,16,,,64 KB per SMM,2048 KB,,225 W,16.53 GPixel/s,24.79 GTexel/s,,793.3 GFLOPS,24.79 GFLOPS (1:32)
Nvidia,GeForce 700,GeForce GTX 750,https://www.techpowerup.com/gpu-specs/geforce-gtx-750.c1986,GM107,https://www.techpowerup.com/gpu-specs/nvidia-gm107.g762,"Feb 18th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1020 MHz,1253 MHz,Maxwell,TSMC,28 nm,"1,870 million",12.6M / mm²,148 mm²,12 (11_0),4.6,3.0,1.3,6.7 (5.1),3.1,,,640,40,16,,,64 KB per SMM,2048 KB,,225 W,17.36 GPixel/s,34.72 GTexel/s,,"1,111 GFLOPS",34.72 GFLOPS (1:32)
Nvidia,GeForce 700,GeForce GTX 750 GM206,https://www.techpowerup.com/gpu-specs/geforce-gtx-750-gm206.c2778,GM206,https://www.techpowerup.com/gpu-specs/nvidia-gm206.g775,"Nov 17th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1087 MHz,1253 MHz,Maxwell 2.0,TSMC,28 nm,"2,940 million",12.9M / mm²,228 mm²,12 (12_1),4.6,3.0,1.3,6.7,3.1,,,1024,64,32,,,48 KB per SMM,1024 KB,,120 W,39.65 GPixel/s,39.65 GTexel/s,,"1,269 GFLOPS",39.65 GFLOPS (1:32)
Nvidia,GeForce 700,GeForce GTX 750 Ti,https://www.techpowerup.com/gpu-specs/geforce-gtx-750-ti.c2548,GM107,https://www.techpowerup.com/gpu-specs/nvidia-gm107.g762,"Feb 18th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1020 MHz,1350 MHz,Maxwell,TSMC,28 nm,"1,870 million",12.6M / mm²,148 mm²,12 (11_0),4.6,3.0,1.3,6.7 (5.1),3.1,,,640,40,16,,,64 KB per SMM,2048 KB,,225 W,17.36 GPixel/s,43.40 GTexel/s,,"1,389 GFLOPS",43.40 GFLOPS (1:32)
Nvidia,GeForce 700,GeForce GTX 750 Ti OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-750-ti-oem.c2462,GK106,https://www.techpowerup.com/gpu-specs/nvidia-gk106.g186,Unknown,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1033 MHz,1502 MHz,Kepler,TSMC,28 nm,"2,540 million",11.5M / mm²,221 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,960,80,24,,,16 KB per SMX,512 KB,,150 W,21.96 GPixel/s,87.84 GTexel/s,,2.108 TFLOPS,87.84 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 760 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-760-oem.c2455,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"Jun 27th, 2013",PCIe 3.0 x16,"1536 MB, GDDR5, 192 bit",823 MHz,1400 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,21.31 GPixel/s,85.25 GTexel/s,,2.046 TFLOPS,85.25 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 760 OEM Rebrand,https://www.techpowerup.com/gpu-specs/geforce-gtx-760-oem-rebrand.c2454,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"Aug 25th, 2013",PCIe 3.0 x16,"1536 MB, GDDR5, 256 bit",823 MHz,1400 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,21.31 GPixel/s,85.25 GTexel/s,,2.046 TFLOPS,85.25 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 760,https://www.techpowerup.com/gpu-specs/geforce-gtx-760.c1857,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"Jun 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1502 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,24.77 GPixel/s,99.07 GTexel/s,,2.378 TFLOPS,99.07 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 760 Ti OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-760-ti-oem.c2491,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"Sep 27th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,27.44 GPixel/s,109.8 GTexel/s,,2.634 TFLOPS,109.8 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 760 Ti OEM Rebrand,https://www.techpowerup.com/gpu-specs/geforce-gtx-760-ti-oem-rebrand.c2453,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"Aug 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,27.44 GPixel/s,109.8 GTexel/s,,2.634 TFLOPS,109.8 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 760 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-760-oem.c3743,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"Nov 6th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",993 MHz,1650 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,29.29 GPixel/s,117.2 GTexel/s,,2.812 TFLOPS,117.2 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 760 X2,https://www.techpowerup.com/gpu-specs/geforce-gtx-760-x2.c2521,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"Nov 19th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1006 MHz,1502 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,25.73 GPixel/s,102.9 GTexel/s,,2.470 TFLOPS,102.9 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 770,https://www.techpowerup.com/gpu-specs/geforce-gtx-770.c1856,GK104,https://www.techpowerup.com/gpu-specs/nvidia-gk104.g108,"May 30th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1046 MHz,1753 MHz,Kepler,TSMC,28 nm,"3,540 million",12.0M / mm²,294 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,1536,128,32,,,16 KB per SMX,512 KB,,300 W,34.72 GPixel/s,138.9 GTexel/s,,3.333 TFLOPS,138.9 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 780,https://www.techpowerup.com/gpu-specs/geforce-gtx-780.c1701,GK110,https://www.techpowerup.com/gpu-specs/nvidia-gk110.g136,"May 23rd, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",863 MHz,1502 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,250 W,43.30 GPixel/s,173.2 GTexel/s,,4.156 TFLOPS,173.2 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 780 Rev. 2,https://www.techpowerup.com/gpu-specs/geforce-gtx-780-rev-2.c2513,GK110B,https://www.techpowerup.com/gpu-specs/nvidia-gk110b.g760,"Sep 10th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",863 MHz,1502 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_1),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,375 W,43.30 GPixel/s,173.2 GTexel/s,,4.156 TFLOPS,173.2 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 780 6 GB,https://www.techpowerup.com/gpu-specs/geforce-gtx-780-6-gb.c2707,GK110B,https://www.techpowerup.com/gpu-specs/nvidia-gk110b.g760,"Sep 10th, 2013",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",863 MHz,1502 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_1),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,375 W,43.30 GPixel/s,173.2 GTexel/s,,4.156 TFLOPS,173.2 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 780 Ti,https://www.techpowerup.com/gpu-specs/geforce-gtx-780-ti.c2512,GK110B,https://www.techpowerup.com/gpu-specs/nvidia-gk110b.g760,"Nov 7th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",875 MHz,1753 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_1),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,375 W,55.68 GPixel/s,222.7 GTexel/s,,5.345 TFLOPS,222.7 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 780 Ti Engineering Sample,https://www.techpowerup.com/gpu-specs/geforce-gtx-780-ti-engineering-sample.c4203,GK180,https://www.techpowerup.com/gpu-specs/nvidia-gk180.g914,Never Released,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",875 MHz,1753 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_0),4.6,3.0,1.2.175,5.1,3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,250 W,55.68 GPixel/s,222.7 GTexel/s,,5.345 TFLOPS,222.7 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX 780 Ti 6 GB,https://www.techpowerup.com/gpu-specs/geforce-gtx-780-ti-6-gb.c3302,GK110B,https://www.techpowerup.com/gpu-specs/nvidia-gk110b.g760,Never Released,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",875 MHz,1753 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_1),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,375 W,55.68 GPixel/s,222.7 GTexel/s,,5.345 TFLOPS,222.7 GFLOPS (1:24)
Nvidia,GeForce 700,GeForce GTX TITAN,https://www.techpowerup.com/gpu-specs/geforce-gtx-titan.c1996,GK110,https://www.techpowerup.com/gpu-specs/nvidia-gk110.g136,"Feb 19th, 2013",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",836 MHz,1502 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_0),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,250 W,49.06 GPixel/s,196.2 GTexel/s,,4.709 TFLOPS,1.570 TFLOPS (1:3)
Nvidia,GeForce 700,GeForce GTX TITAN BLACK,https://www.techpowerup.com/gpu-specs/geforce-gtx-titan-black.c2549,GK110B,https://www.techpowerup.com/gpu-specs/nvidia-gk110b.g760,"Feb 18th, 2014",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",889 MHz,1750 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_1),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,375 W,58.80 GPixel/s,235.2 GTexel/s,,5.645 TFLOPS,1.882 TFLOPS (1:3)
Nvidia,GeForce 700,GeForce GTX TITAN Z,https://www.techpowerup.com/gpu-specs/geforce-gtx-titan-z.c2575,GK110B,https://www.techpowerup.com/gpu-specs/nvidia-gk110b.g760,"May 28th, 2014",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",705 MHz,1750 MHz,Kepler,TSMC,28 nm,"7,080 million",12.6M / mm²,561 mm²,12 (11_1),4.6,3.0,1.2.175,6.5 (5.1),3.0,,,2880,240,48,,,16 KB per SMX,1536 KB,,375 W,52.56 GPixel/s,210.2 GTexel/s,,5.046 TFLOPS,1.682 TFLOPS (1:3)
Nvidia,GeForce 900,GeForce GTX 950 Low Power,https://www.techpowerup.com/gpu-specs/geforce-gtx-950-low-power.c2841,GM206,https://www.techpowerup.com/gpu-specs/nvidia-gm206.g775,"Mar 1st, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1026 MHz,1653 MHz,Maxwell 2.0,TSMC,28 nm,"2,940 million",12.9M / mm²,228 mm²,12 (12_1),4.6,3.0,1.3,6.7,3.1,,,1024,64,32,,,48 KB per SMM,1024 KB,,120 W,38.08 GPixel/s,57.12 GTexel/s,,1.828 TFLOPS,57.12 GFLOPS (1:32)
Nvidia,GeForce 900,GeForce GTX 950,https://www.techpowerup.com/gpu-specs/geforce-gtx-950.c2747,GM206,https://www.techpowerup.com/gpu-specs/nvidia-gm206.g775,"Aug 20th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1024 MHz,1653 MHz,Maxwell 2.0,TSMC,28 nm,"2,940 million",12.9M / mm²,228 mm²,12 (12_1),4.6,3.0,1.3,6.7,3.1,,,1024,64,32,,,48 KB per SMM,1024 KB,,120 W,38.02 GPixel/s,57.02 GTexel/s,,1.825 TFLOPS,57.02 GFLOPS (1:32)
Nvidia,GeForce 900,GeForce GTX 950 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-950-oem.c2817,GM206S,https://www.techpowerup.com/gpu-specs/nvidia-gm206s.g1034,2016,PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",937 MHz,1253 MHz,Maxwell 2.0,TSMC,28 nm,"2,940 million",12.9M / mm²,228 mm²,12 (12_1),4.6,3.0,1.3,6.7,3.1,,,1024,64,32,,,48 KB per SMM,1024 KB,,,38.50 GPixel/s,76.99 GTexel/s,,2.464 TFLOPS,76.99 GFLOPS (1:32)
Nvidia,GeForce 900,GeForce GTX 960 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-960-oem.c2782,GM206,https://www.techpowerup.com/gpu-specs/nvidia-gm206.g775,"Nov 26th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1176 MHz,1753 MHz,Maxwell 2.0,TSMC,28 nm,"2,940 million",12.9M / mm²,228 mm²,12 (12_1),4.6,3.0,1.3,6.7,3.1,,,1024,64,32,,,48 KB per SMM,1024 KB,,120 W,38.43 GPixel/s,76.86 GTexel/s,,2.460 TFLOPS,76.86 GFLOPS (1:32)
Nvidia,GeForce 900,GeForce GTX 960,https://www.techpowerup.com/gpu-specs/geforce-gtx-960.c2637,GM206,https://www.techpowerup.com/gpu-specs/nvidia-gm206.g775,"Jan 22nd, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1127 MHz,1753 MHz,Maxwell 2.0,TSMC,28 nm,"2,940 million",12.9M / mm²,228 mm²,12 (12_1),4.6,3.0,1.3,6.7,3.1,,,1024,64,32,,,48 KB per SMM,1024 KB,,120 W,37.70 GPixel/s,75.39 GTexel/s,,2.413 TFLOPS,75.39 GFLOPS (1:32)
Nvidia,GeForce 900,GeForce GTX 960 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-960-oem.c3034,GM204,https://www.techpowerup.com/gpu-specs/nvidia-gm204.g767,"Nov 26th, 2015",PCIe 3.0 x16,"3 GB, GDDR5, 192 bit",924 MHz,1253 MHz,Maxwell 2.0,TSMC,28 nm,"5,200 million",13.1M / mm²,398 mm²,12 (12_1),4.6,3.0,1.3,6.7 (6.4),3.1,,,2048,128,64,,,48 KB per SMM,2048 KB,,300 W,49.82 GPixel/s,83.04 GTexel/s,,2.657 TFLOPS,83.04 GFLOPS (1:32)
